주소,일자,언론사,제목,키워드
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100601.20160124210808585,20130213,한국경제,"넥슨, '공각기동대' 게임 2014 상반기 공개","넥슨,공각기동대,게임,공개,상반기,넥슨,일본법인,대표,최승우,13일,넥슨,자회사,네오플,대표,강신철,공각기동대,STAND,COMPLEX,시리즈,온라인,게임,상반기,공개,원화,공각기동대,온라인,게임,12일,일본,도쿄,신작,애니메이션,공각기동대,ARISE,제작발표회,게임,계획,공개,원작,애니메이션,세계관을,공각기동대,온라인게임,FPS게임,전략자원,사이보그들,치열,해킹전,테마,사이보그들,동적,총격,액션,신체개조,원작,등장,개념들,극적,반영,예정,인공지능,플레이어,결합,신개념의,협력,전투,모드,콘텐츠,공각기동대,온라인,게임,네오플,강신철,대표,공각기동대,개성,타이틀,네오플,개발력,노하우,응집체,게임,세계,팬들,부합,완성도,게임,네오플,창립,이래,던전앤파이터,사이퍼즈,최고,인기게,개발회사,온라인,게임,회사,던전앤파이터,세계,4억,회원,동시접속자,중국,최고,300만,기록,폭발적,인기,힌편,넥슨,12월,일본,최대,출판사,고단샤,일본,인기,TV,애니메이션,시리즈,공각기동대,STAND,COMPLEX,공각기동대,S.A,2nd,GIG,공각기동대,STAND,COMPLEX,Solid,State,Society,온라,게임,퍼블리싱,라이,선스,계약,체결,한경닷컴,게임톡,박명기,pnet21,naver.com흑사년,맞춤,이벤트,어택,에이핑크,출시,캐릭터,4종,메이플스토리,홈페이지,2월,데이트,예고,삼국지,메신,전용,모바일,삼품톡,선넥슨,온라인,게임,공각기동대,발표회"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01400351.20130214150254001,20130214,중도일보,데이트 할땐 여성의 오른손 잡아라,"여성,데이트,할땐,오른손,데이트,남녀,남성,왼손,여성,오른손,추천,오른손,언어,왼손,이미지,연결,여성,언어,로맨스,이야기,남성,이미지,에로스,상황,전개,반대,방법,키스,생각,오른손잡이,왼손,인생,성공,비법,감성,뇌전문가,성공,가지,스토리텔링,30여년,인공지능연구자,인공,지능,연구자,인간,여성과학자,뇌과학,일종,인생지침서,저자,구로카,이호코,물리학과,나라,여자,대학,이학부,물리학,졸업,인공지능,AI,종사,언어속,감성,시작,남녀,기분,차이,사실,발견,독자적,마케팅,이론,개척,구로카,이호코,프리윌출판사ㆍ크리에이트플러스,212쪽,1만,김의화,김의화"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01400351.2013021410010289772,20130214,중도일보,데이트 할땐 여성의 오른손 잡아라,"여성,데이트,할땐,오른손,데이트,남녀,남성,왼손,여성,오른손,추천,오른손,언어,왼손,이미지,연결,여성,언어,로맨스,이야기,남성,이미지,에로스,상황,전개,반대,방법,키스,생각,오른손잡이,왼손,인생,성공,비법,감성,뇌전문가,성공,가지,스토리텔링,30여년,인공지능연구자,인공,지능,연구자,인간,여성과학자,뇌과학,일종,인생지침서,저자,구로카,이호코,물리학과,나라,여자,대학,이학부,물리학,졸업,인공지능,AI,종사,언어속,감성,시작,남녀,기분,차이,사실,발견,독자적,마케팅,이론,개척,구로카,이호코,프리윌출판사ㆍ크리에이트플러스,212쪽,1만,김의화,김의화"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07100501.20130214205544010,20130214,전자신문,오차범위 2m 이내 내비게이션 개발,"오차범위,2m,내비게이션,차량,위치,2m,오차,범위,추적,위성항법시스템,GPS,이용한,내비게이션,영국,BBC,보도,스마트폰,내장,예정,보도,카를로스3대학,스페인,마드리드,카를로스,대학,본부,응용인공지능그룹,시스템지능연구소,과학자들,GPS,신호,가속,회전,센서들,결합,내비게이션,장치,3개,가속도계,3개,자이로스코프,연결,차량,스피드,방향,정확,추적,설계,운전자,무인,차량,발전,도움,스페인,스마트폰,집적화,작업,시작,가속계,회전측정계,자기계,GPS,카메라,와이파이,블루투스,이동통신망,연계,방안,모색,차량,사용,수신기,상용,GPS,오차,범위,평지,위성신호,15m,정도,지역,하지만,도시,위성신호,건물,나무,반사,오차,범위,50m,터널,위성신호,위치표시,수준,장치,내비게이션,차량,위치,개략적,추정,전환,구글,무인,차량,방식,채택,영국,코번트리대학,비즈니스,스쿨,교수,데이비드,베일리,차량,무선,네트워크,연결,무인차량,GPS,필요성"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100501.20160209170009205,20130214,파이낸셜뉴스,산업융합원천기술개발에 1276억 지원,"산업융합원천기술개발,지원,정부,임플란트,빅데이터,인공지능,Exobrain,대형,SW,변경,자동,차선,변경,산업,분야,융합원천,사업,1276억,지원,지식경제부,골자,산업,융합원천,사업,신규,지원,계획,공고,지원,105개,산업별,신산업,6개,분야,30개,374억,정보통신산업,분야,48개,602억,주력산업,분야,27개,300억,신산업분야,잇몸뼈,골이식,시술,가능,임플란트,농축산식품,신속,관리,해양플랜트,상태,보호,해양,플랜트,예지,보전,선정,정보통신산업,분야,기기,각종,스마트,지능,부여,지능,진화,엑소,브레인,Exobrain,외뇌,인공지능,SW,국제표준,AEC-Q,만족,공정,자동차,반도체,핵심,IP,주력산업,분야,지원,운전,미숙자,변경,원천,자동,차선,변경,원천,섬유,신축,PLA,섬유,선정,지경부,중소,중견기업,지원,확대,대기업,주관,고위험,시스템형,수요,연계,국한,정부,출연금,지원,대기업,사용,사업비,50%,제한,설명,지경부,15일,4월,5일,한국산업기술평가관리원,홈페이지,접수,4~5월,최종,사업자,선정,계획,mskang,fnnews.com,강문순,파이낸셜뉴스,모바일,패밀리,사이트,부산파이낸셜뉴스,fn아이포커스,fn아트,트위터,공식,SNS,계정,페이스북,미투데이,핫뉴스,운동,기력,회복,음료,축구,뒤셀도르프,차두리,계약,해지,등장,이영애,뉴욕타임즈,모델,비빔밥,전면광고,재능기부,167만,명품백,원대,파격,세일,직장인들,예능,프로그램"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07100501.20130214190541016,20130214,전자신문,"정부, 인공지능 SW 등 융합기술개발에 1276억원 투자","정부,인공지능,SW,융합기술개발,1276억,투자,버스,택시,불안,초보,운전자,변경,자동,차선,변경,추진,광대,빅데이터,정보,추출,판단,지능,진화,엑소브레인,Exobrain·외뇌,소프트웨어,SW,작업,지식경제부,신산업,정보통신산업,주력산업,1276억,산업융합원천기술개발사업,규모,산업,융합원천,사업,계획,공고,사업,변경,자동,차선,변경,엑소브레인,SW,포함,105개,지원,기간,특성,3~5년,신산업,글로벌,시장,선도,신산업,신서비스,창출,생활,밀착,중점,추진,농축산물,유통,정보기술,접목,인자,신속,측정,분리,관리,농축산식품,신속,관리,효율적,해양,플랜트,운영,유지보수,지원,해양,플랜트,예지,보전,정보통신산업,분야,초연결,스마트,시대,대응,R&D,세계,최고,수준,선도,R&D,주안점,스마트,기기,인공,지능,부여,사용,편의,SW,지능,진화,엑소브레인,국산화,자동차,반도체,국산,국제표준,만족,공정,자동차,반도체,핵심,IP,사업,주력산업,분야,전후방,산업,연관,효과,건강,구축,R&D,생태,목적,사고예방,자율,주행,선행,확보,지원,운전,미숙자,변경,원천,자동,차선,변경,원천,절감,기간산업,에너지,온실,가스,감축,분말,경량,다공,제조공정,이용한,산업,고온,단열,소재,제조,공정,제품,주목,지경부,4월,5일,한국산업기술평가관리원,홈페이지,공고,사업계획서,접수,4~5월,사업자,수행,선정,예정,이호준기자,newlevel,etnews.com,자료,지식경제부"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100601.20160124211120349,20130214,한국경제,차선 변경·빅데이터 SW 등 융합형 원천기술 1276억 지원,"차선,변경,빅데이터,SW,융합,원천,지원,정부,변경,자동,차선,변경,빅데이터,인공지능,소프,트웨,임플란트,융합,원천,사업,1276억,지식경제부,원천기술,산업,융합,원천,사업,신규,지원,계획,공고,지원,105개,산업별,분야,산업,6개,30개,374억,분야,정보통신산업,48개,602억,분야,산업,27개,300억,신산업,분야,잇몸뼈,골이식,시술,임플,란트,포함,해양플랜트,효율,운영,유지,보수,상태,보호,해양,플랜트,예지,보전,예산,지원,정보통신산업,분야,스마트폰,기기,각종,스마트,인공지능,용자들,편리,서비스,이용,엑소브레인,지능,진화,엑소,브레인,소프트웨어,95%,해외,의존,자동차,도체,국산,사업,정보,트래픽,과다,발생,지역,설치,기지국,소형,이동통신,기지국,지원,대상,분야,주력,산업,사고,예방,변경,자동,차선,변경,옥수수를,원료,분해,섬유,지원,지경부,15일,4월,한국산업기술평가관리원,홈페이지,공고,신청,예정,최종,사업자,4~5월,선정,이정호,한국,경제,구독,신청,온라인,기사,구매,서비스,한국,경제,모바일,한국경제신문"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07100501.20130214222553001,20130214,전자신문,[북스 클로즈업]인터넷 진화와 뇌의 종말,"인터넷,진화,종말,비행기,스마트폰,문자,전달,늦잠,상황,파악,항공시스템,평소,움직임,공항,거리,소요,제공,정보,비행기,예약,도착,연산,프로그램,도착지,레스토랑,연결,약속,장소,조정,미래,이야기,인터넷,실생활,도구,계산,사용자,인터넷,모습,유토피아,저자,인터넷,자리,양보,비판적,덕분,디지털,전화번호부,가족,지인,전화번호,기억,내비게이션,단어,인터넷,검색서비스,모바일,영토,확장,손안,인터넷,대체,디스토피아,완전,스스로,편집,정확,기억,판단력,제공,과학적,디지털,활용,합리적,도달,무의식적,생성,빅데이터,근거,상황,판단,결국,유토피아,디스토피아,양날,인간,사용,인터넷,링크,결합,검색,발전,폭발적,성장,사실,1990년대,인터넷,성장,저자,기업,사용자,관점,인터넷,역사,소설,구글,MS·IBM·아마존,대표적,IT기업,목적,플랫폼,독점,지위,그간,선명,인터넷,국가,개인,영향,구조,미래,변화,예상,유용,깨달음,인공지능,결합,검색,가능성,상상,데이터,사용자,가공,사용자,자신,파악,일상,조언자,역할,자율,검색,검색,발전,보완,시대,저자,사이버,공간,그늘,지적,해커,악성,코드,루머,사용자,PC,감염,개인정보,플랫폼,서비스,쏠림,현상,건전,인터넷,생태,파괴,상업적,포장,빅데이터,희망적,집단지성,전문가,참여,제도,문화,측면,산적,악도,인터넷,세상,묘미,1000권,전문서적,독파,저자,과장,언어,인터넷,과거,미래,연결,인터넷,느낌,조중혁,에이콘출판사,1만"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07100501.20130214165625003,20130214,전자신문,"자가 호흡방식 산소호흡마스크, 디자인 대회서 연이어 수상","호흡,방식,산소,호흡,마스크,디자인,대회,수상,씨아이제이,대표,백종태,장비,개인,구호,산소호흡마스크,디자,어워드,프로젝트,디자인,디자,어워드,제품,디자인,쾌거,업계,눈길,2RABBIT,유명,디자인,컨설팅,업체,2RABBIT,디자인,제품,인공지능적,감성적,부각,씨아이제이,산소호흡마스크,안락,착용감,안전성,스타일적,측면,차별화,시도,씨아이제이,아이덴티티,디자,방향,설정,디자인,성능,얼굴,전면,보호,Face,type,제품,산소공급,호흡방식,사용,외부,상황,사용자,호흡,착용,산소호흡마스크,발휘,별도,학습,긴급,상황,착용,설계,구조,환자,10분,확보,사고,발생,응급,환자,생존율,관계자,씨아이제이,노하우,응집,산소호흡마스크,특허권,산업,분야,핵심,보유,분야,산업,특허,해외,PCT,출원,디자,어워드,독일,국제포럼디자인,주관,행사,레드닷,디자,어워드,IDEA,디자,어워드,권위,디자인상,세계,3대,디자,인상,지식경제부,주최,한국,디자인,진흥원,주관,디자,어워드,우수,디자,제품,시상,행사,온라인뉴스팀"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100701.20160117024520859,20130214,헤럴드경제,자가 호흡방식 산소호흡마스크 ‘눈길’,"눈길,호흡,방식,산소,호흡,마스크,씨아이제이,산소,호흡,마스크,디자,대회,수상,씨아이제이,대표,백종태,장비,개인,구호,산소호흡마스크,디자,어워드,프로젝트,디자인,디자,어워드,제품,디자인,쾌거,업계,눈길,2RABBIT,유명,디자인,컨설팅,업체,2RABBIT,디자인,제품,인공지능적,감성적,부각,씨아이제이,산소호흡마스크,안락,착용감,안전성,스타일적,측면,차별화,시도,씨아이제이,아이덴티티,디자,방향,설정,디자인,성능,얼굴,전면,보호,Face,type,제품,산소공급,호흡방식,사용,외부,상황,사용자,호흡,착용,산소호흡마스크,발휘,별도,학습,긴급,상황,착용,설계,구조,환자,10분,확보,사고,발생,응급,환자,생존율,관계자,씨아이제이,노하우,응집,산소호흡마스크,특허권,산업,분야,핵심,보유,분야,산업,특허,해외,PCT,출원,디자,어워드,독일,국제포럼디자인,주관,행사,레드닷,디자,어워드,IDEA,디자,어워드,권위,디자인상,세계,3대,디자,인상,지식경제부,주최,한국,디자인,진흥원,주관,디자,어워드,우수,디자,제품,시상,행사,헤럴드생생뉴스"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100601.20160124210951172,20130214,한국경제,"넥슨, '공각기동대' 게임 2014 상반기 공개","넥슨,공각기동대,게임,공개,상반기,넥슨,일본법인,대표,최승우,13일,넥슨,자회사,네오플,대표,강신철,공각기동대,STAND,COMPLEX,시리즈,온라인,게임,상반기,공개,원화,공각기동대,온라인,게임,12일,일본,도쿄,진행,공각기동대,신작,애니메이션,공각기동대,RISE,제작발표회,게임,계획,공개,원작,애니메이션,세계관,공각기동대,온라인게임,FPS게,전략자원,탈취,사이보그들,치열,해킹전,테마로,사이보그들,역동적,총격,액션,신체개조,원작,등장,개념들,반영,예정,인공지능과,플레이어,결합,신개념,협력,전투,모드,콘텐츠,공각기동대,온라인,게임,네오플,강신철,대표,공각기동대,타이틀,사랑,네오플,개발력,노하우,응집체,게임,팬들,세계,공각기동대,팬들,부합,완성도,게임,네오플,창립,이래,던전앤파이터,사이퍼즈,최고,인기,게임,발한,온라인,게임,회사,던전앤파이터,세계,4억,회원,동시접속자,중국,최고,300만,기록,폭발적,인기,넥슨,12월,일본,최대,출판사,고단샤,일본,인기,TV,애니,공각기동대,메이션,시리즈,STAND,COMPLEX,공각기동대,2nd,GIG,공각기동대,STAND,COMPLEX,Solid,State,Society,온라인,게임,퍼블리싱,라이,선스,계약,체결,박명기,한경닷컴,게임톡,박명기,흑사년,맞춤,이벤트,서든어택,에이핑크,출시,캐릭터,4종,메이플스토리,홈페이지,예고,2월,업데이트,삼국지,메신,전용,모바일,삼품톡,넥슨,온라인,게임,공각기동대,발표회"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01500601.2013021410010295050,20130214,매일신문,TV편성표-2월14일,"TV편성표,2월,14일,2월,목요일,프로그램,방송사,사정,변동,채널A,KBS1,KBS2,MBC,TBC,EBS,김광현,탕탕평평,10국회,대정부질문,다큐,고향,부탁,사미자,고향손맛,스페셜,국회,대정부질문,한국어,사전,우리말,영어유치원,가바,가바,이언경,직언직설,세상,오감,만족,뉴스타임,후토스,하늘,경제,아저씨,베스트,파피,고양이,수학나라,몬스터,수학,나라,박종진,쾌도난마,KBS,경제,특선,KBS,네트워크,세상,초록가방,TV,유치원,동물구조대,어린이,동물,구조대,동화나라,엄마,탐구생활,꾸러기,탐구,생활,유치원,클로이,요술옷장,콩야,동물,세계,행복발견,생방송,행복,발견,꾸메푸메,상상,친구,영상,앨범,이브닝,날씨,생활,TBC,대경,광장,100경,한국,뿡뿡이,방귀,대장,클래식,동요,꼬마,버스,타요,HD,카카,뽀로로,뉴스와이드,6시,내고향,시청자,칼럼,세상,뉴스타임,생생,정보,2부,마을,이야기,좌충우돌,이재선,가족,콜롬비아,적응기,생방송,PD,이영돈,먹거리,X파일,한국인,밥상,시트콤,패밀리,일일극,오자룡,뉴스데스크,일일극,가족,탄생,머털,도사,프로젝트,가족,건강,생방송,오픈,스튜디오,일일극,미스터,세상,오감,만족,의뢰인,불만제,프라임뉴스,TBC,프라임,세상,순간,포착,세계테마,기행,뉴스A,이슈,진단,수목극,7급,공무원,수목극,겨울,바람,한국기행,프라임,다큐,과학,스페셜,과학한국,노벨상,프로젝트,수목극,아이리스,극한,직업,웰컴,시월드,뉴스라인,동행,현장르포,해피투게더,무릎팍도사,황금,어장,특집,다큐,슬로시티,도시,다큐,박종진,쾌도난마,1:30,24시간,2:40,관찰,카메라,시간,3:50,사랑,4:50,웰컴,시월드,문화,1:30,KBS,걸작,다큐,주방,철학자,한식,이야기,2:30,KBS,네트워크,3:00,사람들,KBS,중계석,비엔나,카펠레오카스트라,요한,슈트라우스,하이라이트,스포츠,1:05,세상,다큐,과학기술,인공지능,뉴스24,1:05,MBC,프라임,아시아,2:05,스포츠,와이드,프로,농구,모비스,오리온스,4:05,TV,특종,세상,스페셜,대기행,아프리카,SBS,토론,공감,나이트,라인,투나잇,개그,3:15,로드,평창,다문화,휴먼다큐,가족,삼국지,스페이스,공감,1:25,15일,2월,금요일,프로그램,방송사,사정,변동,채널A,KBS1,KBS2,MBC,TBC,EBS,5:50,채널A,시청자,마당,6:50웰컴,돈월드,웰컴,5:00,한국인,밥상,6:00,광장,대한민국,굿모닝,2부,5:00,동물세상,6:00,투데이,6:00,2부,5:00,굿모닝,특별,6:00,모닝와이드,2부,5:00,Teacher,생활영어,EBSe,생활,영어,6:00,어머니,직업,세계,일인자,인간,극장,굿모닝,미스터,욤비,뉴스투데이,대구MBC,아침극,사랑,TBC,방송,굿데이,프라이,데이,호야,꼬마,펭귄,핑구,에디,아침뉴스,채널A,남자,머니,대구,아침마당,뉴스타임,지구절경기행,대구,MBC,특선,지구절,경기행,아침극,위인,극장,빠삐,친구,요리사,꼬마,떼굴,떼굴,미술,상자,신문,세상,TV,소설,삼생이,40여유,생활,기분,아라차,한글,친구,트리푸톰,행복,배달부,아저씨,논설,주간,세상,황호택,TV,동화,자전거,지구촌,부모,최고,요리비결,현장,사람,생방송,55바른말,타임,스포츠,사랑,가족,50의뢰인,주말극,아들녀석들,생활,경제,세계,아이들,TV,TV,10TBC뉴스,시청자세상,TV,시청,자세,정오,10특집,청년,기업,24시간,관찰,카메라,시간,채널,30영상,앨범,가족,품격,풀하우스,일일극,오자룡,스페셜,명의,하늘,세계,김광현,탕탕평평,10수요,기획,세계속,다큐,TBC,스페셜,프로젝트,글로벌,프로젝트,수학,원리,마테마티카,로보,별나라,여행,이언경,직언직설,특선다큐,네트워크,특선,다큐,0.008%,자치,세상,오감,만족,뉴스타임,35후토스,하늘,경제,뽀뽀뽀,아이조아,스페셜,아트랜드,친구들,버블,버블,인어,친구,호야네집,박종진,쾌도난마,KBS,경제,특선,KBS,네트워크,충북,사람들,동물구조대,어린이,동물,구조대,TV,밥상,꾸러기,식사,교실,갤러리,30물,생명,아라차,한글,친구,피들리팜,아기,고릴라,요리사,꼬마,따개비루,위인,극장,20동물,세계,고향,에세,이야기,열정시대,명랑,직장,백서,열정,시대,이브닝,30TBC,대경,광장,화첩,기행,두근두근,뒷마당,빠삐,친구,폴리,교통안전이야기,뉴스와이드,6시,내고향,시청자,칼럼,세상,뉴스타임,10뮤직,뱅크,스페셜,경상,별곡,우리동네,팩트,PD,저널,릴로,스티치,트리푸톰,오스카,오아시스,30세상,시트콤,패밀리,일일극,오자룡,뉴스데스크,일일극,가족,탄생,프라임,트랜스포머,경이,자연,세계,프로젝트,글로벌,웰컴,시월드,일일극,미스터김,세상,오감,만족,50가족,품격,풀하우스,특집,다큐,심산,김창숙,프라임,이야기,문화유산,세계무형,뉴스A,이슈,진단,스타오디션,탄생,정글,법칙,한국기행,강연,사람들,VJ특공대,어머니,PD,이영돈,먹거리,X파일,뉴스라인,미디어,비평,사랑,부부클리닉,전쟁,울림,이야기쇼,식사,방랑식객,지구,박종진,쾌도난마,1:30,프리미어극,가디언,스튜디오,방송,오픈,4:20뭘,사랑,명화극장,어퓨,2:40,명불허전,3:35,콘서트,4:45,바른말,유희열,스케치북,1:40,영화,뉴스24,매거진,스포츠,1:55,결혼,스페셜,서프라이즈,3:15,익스트림,4:05,사람,스페셜,나이트,라인,가족,좌충우돌,이재선,콜롬비아,적응기,2:00,씨네,포트,트래블,3:00,스마트,로드,평창,금요극장,후아초"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100601.20160124211549851,20130215,한국경제,'스타2 군단의 심장' 신규 기능을 배우자!,"스타,군단,심장,신규,소프트웨어,퍼블리싱,업계,선두주자,블리자드,엔터테인먼트,Blizz,ard,Entertainment,www.blizzard.com,출시,3월,스타,크래프트,군단,심장,StarCraft,Heart,Swarm,진화,인공지능,인공,지능,교신,소개,인공지능,교신,2.0,패치,군단,심장,베타,스트,체험,가능,추후,지속,업데이트,진행,예정,공지능,교신,컴퓨터,군단,심장,환경,플레이어,실제,상대,인공지능,대상,얼마,아군,경기,군단,심장,인공지능,10단계,난이도,구분,정예,치터,단계,치트,적용,인공지능,수준,인공지능,선택,인공지능,전략,빌드,전격,급습,타이밍,공격,압박,공격,경제적,공중,유닛,플레이어,방향,선택,스타크래프트,군단,심장,모드,인공지능,교신,체험,2대,팀전,선택,인공지능,게임,시작,Alt,모드,인공지능,교신,활성화,인공지능,플레이어,보조,인공지능,군대,특정,장소,공격,방어,아군,유닛,보호,지시,적군,기지,정찰,지시,확장,기지,확보,자원,지시,플레이어,즐거움,선사,게임,초반,전술,후반,전술,지정,인공지능,생산,유닛,건설,건물,플레이어,제어,가능,인공지능,플레이어,지휘,명령,수행,채팅,신중,공격,병력,방어,메시지를,전송,인공지능,실력,플레이,스타일,보조,역할,유닛,구성,플레이어,입맛,제어,인공지능,교신,인공지능,군단,심장,플레이,파트너,스타크래프트,자유,날개,출시,스타크래프트,번째,확장,팩인,스타크래프트,군단,심장,하루,공식,출시,하루,3월,1일,서울,광진구,광장동,위치,유니클로,악스,대대적,출시,행사,이날,현장,방문,팬들,군단,심장,소장판,Collector,Edition,구매,기회,상품,특별,기획,디지털,너스,다수,포함,군단,심장,소장판,권장소비자,7만,판매,일반판,권장소비자,3만,판매,스타크래프트,군단,공식,홈페이지,www.StarCraft,예약,판매,출시,정보,웹사이트,출시,행사,추후,공개,예정이,박명기,pnet21,한경닷컴,게임톡,박명기,pnet21,naver.com원이삭,SKT,포스팅,결과,SKT,군단,심장,싱글,플레이,거부,매력,스타크래프트2,군단,스크린샷,스타크래프트2,사상,최강,스타크래프트,군단,심장,군단의,심장,아이패드미니,팬아트,경연,아이패드,미니"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100501.20160209170353965,20130215,파이낸셜뉴스,"한국폴리텍VI대학, 마이스터고 교사·학생 대상 지능형 로봇제어기술 교육연수","한국폴리텍VI대학,마이스터고,교사,학생,대상,지능,로봇,제어,교육,연수,대구,김장욱기자,한국폴리텍VI대학,대구캠퍼스,20일,국립,마이스터,고등학교,교사,학생들,대상,교육연수,지능,로봇,제어,교육,연수,교육,1차,16일,4일,구미전자공업고등학교,학생,교사,2차,교육,18일,20일,3일,전북기계공업고등학교,학생,교사,대상,진행,로봇,교육,연수,한국로봇산업진흥원,국립,마이스터,체결,협력,지원,사업,일환,이론,지능,로봇,기초,실습,로봇,구성,동작원리,이해,인공,지능,로봇,프로그램제작,설계,실무능력,함양,추진,사업,대학,산학연계,중소기업,현장,맞춤,인력,체계적,양성,계획,한국폴리텍VI대학,산학협력단장,대구캠퍼스,서경덕,산학,협력,단장,교사,국립,마이스터고,학생들,대학,전문장비,최첨단,로봇,분야,전문,장비,활용,이론,실습,교육,제공,로봇분야,협력체계,구축,취업,로봇,산업체,도움,예상,방학,이용,지속적,교육연수,추진,방침,3곳,국립,마이스터고,3곳,구미전자공고,부산기계공고,전북기계공고,관리,교육과학기술부,중소기업청,이관,gimju,fnnews.com,파이낸셜뉴스,모바일,패밀리,사이트,부산파이낸셜뉴스,fn아이포커스,fn아트,트위터,공식,SNS,계정,페이스북,미투데이,핫뉴스,수입차,습격,2014년,FTA효과,퇴직금,치킨,2년,가정,LG,L시리즈,수출,효자,모바일,PC업체,모바일,올인,재도약,연인,방법,과학,확인"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100701.20160117025518487,20130217,헤럴드경제,"2020년의 스마트라이프, 세상은 나를 중심으로 움직인다","2020년,스마트라이프,세상,중심,스티브,잡스,1년,애플,혁신성,유산,인류,스마트,진화,생활,송두리,변화,변화,등장,스마트,디바이스,진행중,사람,천재,스마트라이프,전환점,인텔,빅데이터,글로벌센서신경망조직,M2M,인간,미래,극적,2020년,속도,발전,ICT,편리,행복,게재,스마트라이프,2020년,스마트라이프,예측,얼마,게시판,온라인,커뮤니티,100년,상상,모습,그림,게재,화제,프랑스,100년,미래,상상,것들,사람,기차,이용,건물,상상력,100년,미래,그림,편리,행복,욕구,동서고금,존재,이면,필연적,발달,뒷받침,2000년,13년,생활,과거,사람,상상,정도,편리,10억,세계,사용자수,돌파,스마트폰,교육,의료,미디어,스포츠,경제,환경,정치,생활,전반,접목,경험,가치,제공,스마트폰,겨울,정류장,버스,하념,회사,이메일,확인,휴일,출근,인터넷,사용,PC방,하지만,불편,스마트폰,등장,버스앱,대기시간,확인,스마트폰,이메일,확인,가능,스마트폰,생활,패턴,변화,모바일TV,공간,제약,미디어,포켓미디어,시대,도래,NFC,근거리무선통신,탑재,스마트폰,100여장,카드,정보,보관,지갑,결제,가능,손바닥,스마트폰,세상,변화,스티브잡스,상상,상상,2020년,스마트라이프,모습,2020년,스마트폰,웨어러블,wearable,디자인,진화,휴대,착용,칩형태,이식,스마트,글래스,실감,3D,모바일,TV,가상공간,쇼핑,마트,2020년,사용자,기기,정보,기기간,연결,바탕,맞춤,인공지능,스마트,기기,발전,사회,스마트,거리,CCTV,범죄자,패턴,행동,감지,통보,범죄,예방,거리,신호등,교통량,측정,도로,상황,신호체계,자동,조절,스마트홈,판단,효율적,가전제품,조정,스마트카,이동수단,편안,스마트라이프,향유,공간,진화,미래,초고속화,무선,인프라,생활,공기,모습,존재,세계,공간,스마트라이프,장소,서비스,빅데이터,실시간,최적화,맞춤형,제공,네트워크,실현,2020년,스마트라이프,미래도,KT,경제,경영,연구소,김재필,팀장,kimjaepil,kt.com,2020년,체내,이식,스마트칩,이용,모바일,인터넷,가능,사진,geektyrant.com"
