주소,일자,언론사,제목,키워드
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01500601.20130417103413003,20130417,매일신문,"(영주)동양대 김성원 교수, 아시아를 넘어 세계적 수준의 연구역량 졺뻘","영주,동양대,김성원,교수,아시아,세계,수준,연구역량,졺뻘,동양대,김성원,교수,증발산,집필,온라,집필,내려받기,3천,인기,김성원,동양대학교,철도,토목학,교수,집필,온라인,해외,관심,화제,세계적,학술,학술,네트워크,출판,그룹,인테크,Intech,발간,연구서적,증발산,Evapotranspiration,교수,집필,제5장,디지털,문서,지난달,온라인상,3천,다운로드,횟수,기록,서적,교수,우리나라,기상관측소,중심,지점,증발산량,산정,방법,신뢰성,제시,인공지능기법,적용,특정,기상,자료,수식화,기법,단계별,저술"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01500801.2013041710010830436,20130417,영남일보,김성원 동양대 교수 ‘증발산 제5장’다운로드 3천회 넘어,"제5장,김성원,동양대,교수,증발산,다운로드,3천,김성원,동양대,철도,토목학,교수,세계적,3월,세계,네트워크,출판그룹,Intech사,출판,증발산,Evapotranspiration,집필,서술,제5장,3월,기준,3천,다운로드,기록,교수,국제적,활동,농업수문학,기상학,수자원,전문가,증발산,집필,참여,MLP-NNM,SVM-NNM,접근법,증발산량,이용한,모형화,저자,참여,교수,증발산,제5장,우리나라,기상관측소,중심,지점,증발산량,산정,방법,신뢰성,제시,알고리즘,인공지능,기법,적용,특정,기상,자료,수식,기법,단계별,저술,교수,세계,3대,인명,사전,등재,국제적,학술지,결과"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100501.20160209194243669,20130417,파이낸셜뉴스,국내 로봇기술 어디까지 왔나,"로봇,인간,소통,휴머노이드,로봇,시대,박근혜,정부,미래창조과학부,로봇산업,국가,신성장,동력,육성,방침,로봇,산업,관심,정부,활용국가,세계,최고,로봇,활용,국가,산업,자료,육성,박차,산업통상자원부,우리나라,로봇,공장,자동차,일본산,용접,로봇,대우중공업,국산로봇,이래,역사,자랑,중반,하지만,우리나라,로봇,기계,발짝,수준,컨슈머,로봇,집중,로봇,청소기,사람,다리,정도,로봇,대세,일반인들,상상,인공지능,로봇,본격적,시작,시점,2003년,정부,지능,로봇,보급,촉진법,제정,지능형,지능,로봇,수립,10년,로봇,급성장,로봇,산업,생산액,2조,13배,성장,기간,미국,일본,선진국,기술격차,4년,추세,정부,로봇,미래,전략,2022년,한국,세계,최고,로봇,활용,국가,계획,추진중,하지만,정부,로봇산업,포함,과학,전면,미래전략,탄력,예정,정치권,관계자,로봇산업,총합적,산업,전략,국가,우주항공,추진,포함,계획,육성,로봇,산업,계획,예의주시,산업통상부,관계자,정부,보고,본격적,로봇,산업,육성,방안,자료,정리,수집,로봇,5월,중순,산업육성,계획,구체적,수립,예정,우리나라,생활,로봇,중심,재난대응로봇,계획,로봇선진국,미국,군인,전투,로봇,우주산업,활용,로보넛,Robonut,군비기술,로봇,정책,우리나라,로봇,국민,생활,친화,로봇,집중,계획,세계,산업,로봇,분야,50%,시장,점유,로봇,휴머노이드,탑승로봇,방침,우리나라,로봇,미래창조과학부,산하,한국과학기술연구원,KIST,한국전자통신연구원,ETRI,한국생산기술연구원,한국기계연구원,산업통상자원부,산하,한국로봇융합연구원,전자부품연구원,KETI,6개,포함,로봇,기관,협의체,주도적,정부,협의체,상설,협의체,가상연구조직,Robot,Virtual,Lab,재편,로봇,R&D,협의,사전,기획,기술교류,강화,방침,10년,3500억,예산,투자,단계,지능,로봇,초기,로봇,R&D,복지형,로봇,헬스타운,재난,대응,로봇,공장,인간,협업,로봇,로봇,인간,친화,가사,지원,분야,확대,유도,예정,계획,KIST,노인,로봇,실벗,Silbot,시로스,식사,도우미,로봇,CIROS,생활,로봇,시범운영,실벗,상반기,상용,지능로봇사업단장,KIST,김문상,지능,로봇,사업단장,로봇,산업,과학,융합,가시적,효과,분야,정부,장기적,과학,육성,정책,한국,기간산업,국민성,미국,일본,3~4년,로봇,분야,리딩국가,jhpark,fnnews.com,박지현,핫뉴스,대박,복권,1등,커플,쓰레기봉투,아기,비정,엄마,나라,난동,만취녀,열차,란제리,술시중,유흥업소,결국,낙태,아내,30대,국회,자해,소동,네이버,뉴스스탠드,파이낸셜뉴스,파이낸셜뉴스,모바일,패밀리,사이트,부산파이낸셜뉴스,fn아이포커스,fn아트,공식,SNS,계정"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07100501.20130417180010002,20130417,전자신문,[콘솔]`스나이퍼: 고스트 워리어2` 한글판 예약판매,"스나이퍼,고스트,워리어,한글판,예약,판매,에이치투인터렉티브,시티인터렉티브,스나이퍼,고스트,워리어2,Sniper,Ghost,Warrior2,한글판,예약,판매,17일,시작,스나이퍼,고스트,워리어2,1990년대,유고슬라비아,전쟁,배경,사라예보,시가지,버마,열대,정글,티벳,산악지대,세계,미션,수행,1인칭,슈팅,FPS,게임,크라이엔진3,전작,단계,업그레이드,그래픽,설계,인공지능,저격,미션,실제,탄도학,적용,풍향,탄환,낙하,요소,전투,진행,사상자,속출,포격현장,아군,엄호,임무,완수,스나이퍼,고스트,워리어2,정식,한글,버전,사용자,게임,접근,몰입감,회사,저격,한정,임무,수행,레벨,긴장감,체험,디스크,구성,멀티플레이어,모드,사용,2종,추가적,다운로드,콘텐츠,4인,캐릭터,2개,라이플,15곡,수록,트랙,오리지널,사운드,포함"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01500601.2013041710010832974,20130417,매일신문,"동양대 김성원 교수 '증발산' 집필 내용, 온라인서 '인기'","동양대,김성원,교수,증발산,집필,온라,인기,김성원,사진,동양대학교,철도,토목학,교수,집필,온라인,해외,관심,화제,세계적,학술,학술,네트워크,출판,그룹,인테크,Intech,발간,연구서적,증발산,Evapotranspiration,교수,집필,제5장,디지털,문서,지난달,온라인상,3천,다운로드,횟수,기록,서적,교수,우리나라,기상관측소,중심,지점,증발산량,산정,방법,신뢰성,제시,인공지능기법,적용,특정,기상,자료,수식화,기법,단계별,저술,증발산,현상,수자원,부족,발생,구조물,농업,관개,계획,설계,운영,중요,기상변수,하지만,실무,활용,연구자료,미비,실정,교수,관심"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100501.20160209194451301,20130417,파이낸셜뉴스,로봇산업 육성계획 5월 중순 발표,"로봇,산업,육성,계획,5월,중순,2022년,세계,최고,로봇,활용,국가,10년,투자,가사지원,재난대응,인간,친화,로봇,목표인간,국민,복지,실현,인간,소통,휴머노이드,로봇,시대,박근혜정부,미래창조과학부,로봇산업,국가,신성장,동력,육성,방침,로봇,산업,관심,정부,활용국가,세계,최고,로봇,활용,국가,산업,육성,산업통상자원부,자료,우리나라,로봇,공장,자동차,일본산,용접,로봇,대우중공업,국산,로봇,이래,역사,자랑,중반,하지만,우리나라,로봇,기계,발짝,수준,컨슈머,로봇,집중,로봇,청소기,사람,다리,정도,로봇,대세,일반인들,상상,인공지능,로봇,본격적,시작,시점,2003년,정부,지능형,로봇,보급,촉진법,제정,지능형,지능,로봇,수립,10년,로봇,급성장,로봇산업,생산액,2조,13배,성장,기간,미국,일본,선진국,기술격차,4년,추세,정부,로봇,미래,전략,2022년,한국,국가,세계,최고,로봇,활용,계획,추진,하지만,정부,로봇산업,포함,과학,전면,미래전략,탄력,예정,정치권,관계자,로봇산업,종합적,산업,전략,국가,우주항공,추진,포함,계획,로봇,산업,육성,계획,예의주시,산업부,관계자,정부,보고,본격적,로봇산업,육성,방안,자료,정리,수집,로봇,5월,중순,산업,육성,계획,구체적,수립,예정,극한,재난대응로봇,계획,로봇,선진국,미국,군인,전투,로봇,우주산업,활용,로보넛,Robonut,군비기술,로봇,정책,우리나라,로봇,국민,생활,친화,로봇,집중,계획,세계,산업,로봇,분야,50%,시장,점유,로봇,휴머노이드,탑승로봇,방침,우리나라,로봇,미래부,산하,한국과학기술연구원,KIST,한국전자통신연구원,ETRI,한국생산기술연구원,한국기계연구원,산업부,산하,한국로봇융합연구원,전자부품연구원,KETI,6개,포함,로봇,협의체,로봇,기관,주도적,정부,협의체,상설,협의체,가상연구조직,Robot,Virtual,Lab,재편,로봇,R&D,협의,사전,기획,기술교류,강화,방침,10년,3500억,예산,투자,지능형,로봇,단계,초기,로봇,R&D,헬스타운,복지,로봇,재난,대응,로봇,공장,인간,협업,로봇,로봇,인간,친화,가사,지원,분야,확대,유도,예정,계획,KIST,노인,로봇,실벗,Silbot,식사,도우미,로봇,시로스,CIROS,생활,로봇,시범운영,실벗,상반기,상용,박지현,핫뉴스,대박,복권,1등,커플,쓰레기봉투,아기,비정,엄마,나라,난동,만취녀,열차,란제리,술시중,유흥업소,결국,구매,방법,네이버,뉴스스탠드,파이낸셜뉴스,파이낸셜뉴스,모바일,패밀리,사이트,부산파이낸셜뉴스,fn아이포커스,fn아트,공식,SNS,계정"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100201.20130417100000297,20130417,국민일보,홈런치는 고릴라 실감나네∼,"홈런,고릴라,실감,아시아,100%,3D,촬영,영화,미스터,제작현장,몸매,고릴라,야구,중국,서커스단,고릴,링링,한국,프로,야구단,스카우트,선수,정식,프로,야구,고릴라,홈런,링링,한국,슈퍼스타,예정,7월,개봉,감독,김용화,대략적,줄거리,영화,국가대표,관객,흥행성적,김용화,감독,고릴라,야구,영화,반응,애니메이션,킹콩,실사영화,컴퓨터그래픽,CG,시각효과,VFX,고릴라,파주,경기도,위치,덱스터,디지털,스튜디오,감독,시작,국가대표,성공,허무,6개월,방황,운명,영화,미스터,킹콩,고릴라,장면,800컷,영화,1000컷,해외,한국,가능,자신,해외,스튜디오,수소문,예산,할리우드,기준,특수,효과,비용,1000억,미스터,제작비,225억,특수효과,비용,120억,정도,결심,회사,감독,사재,디지털,덱스터,스튜디오,8명,시작,이날,스튜디오,180명,청년,아티스트,할리우드,ILM,조지,감독,루카스,미국,특수,효과,스튜디오,컴퓨터,모니터,고릴라,비용,절감,가능,감독,1년,1년,사전,조사,비용,누수,직원,전투력,고조,설명,특수효과,총괄,정성진,슈퍼바이저,상황,생각,개봉,가슴,입체,3D,디지털,캐릭터,주인공,3D,촬영,영화,아시아,가상,고릴라,주인공,연기자,고릴라,대역,얼굴,센서,연기,컴퓨터,화면,고릴라,연기,실감,고릴라,연기,할리우드,동물,연기,달인,훈련,사람,고릴라,신체,구조,방법,의존,수작업,보완,고릴라,동작,고릴라,바람,물기,표현,회사,질로스,독자,가닥,공정,이날,언론,공개,고릴라,만큼,생동감,야구장,2만,3만,군중,100여명,제외,군중,시뮬레이션,기법,인공지능,군중들,파도타기,제어,한국영화,감독,영화,캐릭터,진실,승부,미스터,국가대표,미녀"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07100501.20130417210159037,20130417,전자신문,"전통시장, 언제 이렇게 첨단으로 변했어?","전통시장,첨단,전통시장,와이파이,무장,스마트폰,상품,가격정보,물론,맛집정보,장소,공간,관광지,홍보,인터넷,포털,소셜네트워크서비스,SNS,활용,시장,특산물,거리,가능,전통시장,정보기술,디자인,현장,첨단,창조경제,탈바꿈,경기도,전통시장,활성,적극,활용,인프라,구축,물론,디자인,문화,융합,형태,전통시장,발전,방안,강구,5일,성남,모란,시장,특별,이벤트,김문수,도지사,경기도,전통시장,통합,CI,BI,디자인,문화,융합,사용,커머스,전통시장,통합,구축,제시,통합,브랜드,선포식,인공지능,로봇,사회,눈길,포털사이트,전통시장,통합,시장,무선랜,설치,전통시장,이미지,첨단,이미지,강조,예정,전통시장,CI,BI,장바구니,앞치마,계획,경제투자실,전통시장지원센터,신설,지자체,전통시장,접목,매출,신장,전통시장,전문가,김강규,소상,공정책,특별,자문관,영입,전통시장지원센터,자문관,포함,5명,규모,예정,전통시장지원센터,지원정책,발굴,시행,디자인,전통시장,이미지,업그레이드,서비스,상품,가격정보,맛집,홍보,예정,각종,행사,이벤트,통합,온라인,커머스,상품,배송,시장,정보,뉴스레터,발송,서비스,제공,온라인,SNS,활용,고객,편의,제공,전통시장,접근,이미지,전략,포털사이트,사업자,공모,구축,자문관,닭강정가게,속초,중앙시장,닭강정,홍보,유통,활용,덕분,관광명소,유명세,연간,매출,대박,경기도,전통시장,온라인,마케팅,강화,공간,계획"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07100501.20130418224057001,20130418,전자신문,[북스 클로즈업]영화 속 IT 교과서,"영화,영화,교과서,영화,주인공,마이클,폭스,드로리안,타임머신,자동차,과거,미래,유년시절,영화,사람,가지,생각,시간여행,미래,과거,자신,상상,시간여행,가능,의문,백투더퓨처,외계,생명체,지구,어린이,우정,E.T,최첨단,철갑옷,핵심,아이언맨,공상과학,SF,영화,IT·과학기술,등장,현실,가능,사람들,관심거리,사람,상상,영상화,SF,영화,매력,미래,실현,불가능,하지만,현실화,한창,E.T,주인공,손끝,마음,모습,최신,통신,인체통신기술,마음,불가능,음악,문서,사진,데이터,전달,가능,아이언맨,철갑옷,웨어러블,컴퓨팅,진보,모습,영화,아이디어,영화,현실,영향,감독,스탠리,큐브릭,1968년,오딧세이,스페이스,승무원들,아이패드,장비,사용,아이패드,영화,영감,로봇청소기,3차원,3D,홀로그래픽,인공지능컴퓨터,영화,상상,영화,현실,구체화,사례,영화,과학,청소년,상상력,설명,과학,흥미,학생,한국전자통신연구원,ETRI,영화,영화,교과서,출간,목적,저자,김인기,전자신문,김형석,대덕넷,영화광,영화,과학,학생,이해,고민,영화,선정,E.T,최신작,베트맨,시리즈,최신작,다크나이트,라이즈,영화,소개,영화,학생,SF,영화,선정,기준,흥미,정보,지식,부모,공부,영화,선정,1부,미래,현실,등장,2부,영화,영화,원리,상식,3부,구성,저자들,SF,영화,미래,미래,모습,첨단,과학,교육현장,상영,홀로그래픽,영화,제작,예비,과학자,영화인,추천,교과서,시리즈,발명,발명,교과서,생활,생활,교과서,출간,김인기,김형석,전자신문사,1만"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100501.20130418100000003,20130418,문화일보,"고릴라 털 100만가닥, 토종 기술로 ‘한땀한땀’ 살려","고릴라,100만,고릴라,가닥,토종,모양,고릴라,디지털,고릴라,생물체,동물,느낌,자극,한번,생각,표정,실제,고릴라,이미지,인공지능,고릴라,모습,고릴라,모습,완성,파주,경기,VFX,Visual,Effects·특수시각효과,회사,덱스터,디지털,스튜디오,공개,영화,미스터,3D,입체,영상,제작,디지털,캐릭터,제작,할리우드,유명,스튜디오,방문,착각,정도,체계적,자랑,2층,4층,이어진,사무실,매치무브,크리처,프리비주얼,부서,미녀,국가대표,김용화,감독,사재,스튜디오,풍경,크리처,부서,고릴라,생명력,작업,진행,고릴라,물론,인간,연기,부여,장면,80만,100만,가닥,털들,완전,완전,표현,모양,햇빛,미세,변수,모양,세기,표정,손가락,주름,지문,실물,리얼리티,진짜,하이퍼,고릴라,이미지,김용화,감독,이미지,차별화,독특,느낌,느낌,고릴라,자체,이미지,중요,진짜,생각,미스터,고릴라,야구,허영만,만화,구단,원작,7월,개봉,국가대표,6개월,무작정,감독,아바타,100번,모험,결심,아바타,3D,작정,시작,난항,부족,감안,외국,의뢰,특수효과,700억,포함,1000억,소요,답변,감독,한국,8명,특수,효과,전문가,8명,독자,영화,완성,VFX,예산,87억,출발,예산,10분,수준,감독,180명,직원,열정,집중력,진화,능력,결과,외국,VFX,전문가,한국,디지털,캐릭터,한목소리,감독,세계,아바타,리얼,생명체,독자적,자부심,감격,영화,야구,경기,참석,관중들,독자,VFX,3만,방식,느낌,움직임,표현,특징,영화,제작비,VFX,120억,투입,감독,한국,스티븐,스필버그,제임스,캐머런,하지만,인간,얘기,스필버그식,연출,관심,화이브라더스,중국,투자,배급사,미스터,7월,현지,영화관,개봉"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100701.2013041810010849587,20130418,세계일보,100만 가닥 털 '한 올 한 올'…진짜보다 더 진짜 같은 고릴라,"가닥,진짜,진짜,고릴라,엉덩이,온몸,다리,주먹,외양,테디베어,사람,의기소침,모습,친구,영화,미스,터고,고릴,링링,사진,얘기,올여름,최고,기대작,미스,터고,주인공,링링,공개,고릴라,야구,영화,관심,가상,캐릭터,주인공,영화,3차원,촬영,아시아,제작비,225억,국가대표,관객,848만,미녀,관객,유명,김용화,감독,메가폰,화제,감독,3년,파주,경기,작업,착수,사재,링링,시각효과,VFX,회사,덱스터,디지털,설립,부족,고릴라,3D,촬영,외국,1000명,180명,감독,그간,고군분투,짐작,고릴라,진짜,감독,총괄,VFX,슈퍼바이저,정성진,화면,고릴라,생명력,100만,고릴라,바람,가닥,먼지,물기,모양새,제작진,기성,소프트웨어,컴퓨터,프로그램,세계적,자체,소프트웨어,제작,회사,10여,100만,비밀,가닥,단위,명령,전체적,비정형,움직,링링,제작진,할리우드,ILM,조지,루커스,감독,회사,픽사,3개,보유,집합체,자신,야구장,관람석,VFX,앞쪽,배우,나머지,가공,사람,인공지능,자연,행동,제작진,미국,최첨단,장비,1년,1년,리그,3D,촬영,카메라,조종,장치,촬영기법,자체,영화,고릴라,장면,900숏,이안,감독,파이,할리우드,영화,라이프,오브,장면,호랑이,등장,150숏,VFX,600억,원가량,감독,반지,제왕,아바타,웨타디지털,문의,영화,VFX,최소,미스터고,VFX,예산,87억,제작과정,예산,초과,최종적,120억,추산"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100701.20160117075128239,20130418,헤럴드경제,청년 벤처의 아이디어+대기업 대우조선해양 ‘뚝심’,"청년,벤처,아이디어,대기업,대우조선해양,뚝심,세계,지능형,해적방어시스템,탄생,헤럴드경제,박수진,서울,가산동,소재,벤처타워,자리,제이디솔루션,특수,목적,첨단,장비,제작업체,남짓,직원들,크기,사무실,구석,사무실,한쪽,마련,시연실,제이디솔루션,고출력지향성,스피커,지능형,해적방어시스템,DAPS,시연,작업,한창,스피커,볼륨,3%,수준,굉음,스피커,정체,가로,크기,무게,정도,CCTV,열화상카메라,윗부분,대씩,스피커,장착,카메라,스피커,연결,레이,화면,열화상카메라,촬영,모습,스피커,제이디솔루션,대우조선해양,공동,지능형,해적방어시스템,DAPS,8월,대우조선,건조,KOTC,쿠웨이트,국영,선사,원유운반선,석유,제품,운반선,5척,10대,설치,예정,제이디솔루션,직원,지능형,해적방어시스템,DAPS,사용,고출력지향성,스피커,점검,고출력지향성,스피커,1000대,일반,스피커,출력,음향,크기,음향,출력,가능,선박,해적,의심,반경,접근,고출력지향성,스피커,접근,접근,경고,방송,방송,선내,경고,의심,선박,접근,151~154,고출력,음원,물대포,레이저,사용,해적,접근,무력화,공격,선원들,안전,공간,시타델,대피,모니터링,해적,대응,자동제어,해상,해적,선박,식별,대응,선원,선박,보호,세계,DAPS,탄생,배경,청년,벤처,기업,아이디어,실현,2년,지원,대기업,뚝심,제영호,제이디솔루션,대표,이사,사장,해양대,졸업,3년,승선,경험,방산업체,터득,시뮬레이션,바탕,음향,인공지능,SI,System,Integration,분야,청년,10명,청년,제이디솔루션,설립,해적,보안,제작,2년,고출력지향성,스피커,고출력지향성스피커,154db,기준,출력,음향,일반,스피커,120db,1000대,출력,음향,크기,스피커,부피,출력,음향,크기,극대화,제품,사장,유수,조선,기업,소개,검증,영세업체,기업,완성,수동,출력,지향,스피커,선박,레이더망,연결,일정,반경,해적,선박,발견,자동제어,물대포,레이저,공격,부가,장치,아이디어,제이디솔루션,2년,대우조선해양,2년,지능형,해적방어시스템,DAPS,공동,수차례,실제,선박,설치,시운전,점검,사진,시운전,점검,제이디솔루션,직원,선박,설치,DAPS,모습,현실,제이디솔루션,대우조선해양,선박,보안,진행,대우조선,제이디솔루션,사업,계획,긍정적,검토,스피커업체,미국,유명,스피커,업체,제품,대우조선,절차,내부,검증,실사,작업,제이디솔루션,파트너사,선정,박승귀,대우조선,영업,설계,그룹,과장,네임,밸류,평가,외국,장비,순수,국산,중소기업,지원,경쟁력,방침,회사,내부,작업,일사천리,대우조선,영업설계2그룹,중심,10여명,직원,구성,태스크포스,TF,제이디솔루션,지원,장비,해적,대응,필요성,고객,요구사항,조사,제공,장비,구축,해양,안전,장비,지원,제품,검증,시운전,환경,마련,DAPS,선박,설치,실제,상황,여부,가동,점검,방식,시운전,1년,3회,DAPS,적자,초기,투자,비용,대비,제이디솔루션,성과,설립,연매출,6억,7억,제이디솔루션,80억,계약,중국,스페인,해외,바이어,투자,제안,현대중공업,한진중공업,납품,경쟁사,회사,납품,제안,대우조선,사장,기업,대우조선해양,공동개발,대기업,목적,조심,대우조선,협력,언론,공동개발,사실,지원,대기업,중소기업,동반자,발전,사업,지속적,협력,국익"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100311.20160317140704079,20130418,서울경제,"게임빌, ‘이사만루 2013 KBO’가수 정동하 OST 공개","게임빌,KBO,가수,공개,정동하,OST,게임빌,프로들,야구,게임,만루,KBO,만루,출시,가수,정동하,OST,18일,전격,공개,게임빌,공게임즈,출시,게임,게임성,상반기,최고,기대작,최고,가창력,가수,정동하,가세,출시,열기,출시,Swing,주제곡,Full,정동하,특유,가창력,이사만루,긴장감,상황,표현,게임,만루,사용,예정,녹음,현장,메이킹,필름,공개,게임빌,이사,커뮤니티,cafe.naver.com,gamevilmania,www.gonggames.com,공게임즈,홈페이지,www.gonggames.com,음원,사이트,OST,녹음,현장,메이킹,필름,무료,공개,만루,모바일,간담회,차례,유저,수준,AI,인공지능,선수,실제,프로,야구,500여,고유,모습,동작,반영,디테일,실제,타구,궤적,바운드,호평,최고,대작,모바일,야구,게임성,사운드,출시,기대감,출시,증폭"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100701.20160117075446491,20130418,헤럴드경제,"<2013 New 상생, 협력사 현장을 가다> 대우조선과 함께 ‘해적 무풍지대’ 만들다","상생,협력사,현장,대우조선,해적,무풍지대,중기,지원,경쟁력,2년,대우조선,뚝심,최초로,제이디솔루션,세계,결실,지능,해적,방어,통큰,파트너십,창조,서울,가산동,소재,벤처타워,자리,제이디솔루션,특수,목적,첨단,장비,제작업체,남짓,직원,크기,사무실,사무실,구석,마련,시연실,제이디솔루션,고출력지향성,스피커,지능형,해적방어시스템,DAPS,시연,작업,한창,스피커,볼륨,3%,수준,굉음,스피커,정체,가로,크기,무게,정도로,CCTV,열화상카메라,윗부분,대씩,스피커,장착,카메라,스피커,연결,레이,화면,열화상카메라,촬영,모습,스피커,제이디솔루션,대우조선해양,공동,DAPS,8월,대우조선,건조,KOTC,쿠웨이트,국영,선사,원유운반선,석유,제품,운반선,5척,10대,설치,예정,제이디솔루션,직원,지능형,해적방어시스템,DAPS,사용,고출력지향성,스피커,점검,고출력지향성,스피커,1000대,일반,스피커,출력,음향,크기,음향,출력,가능,선박,해적,의심,반경,접근,고출력지향성,스피커,접근,경고방송,접근,경고,방송,선내,경고,방송,의심,선박,접근,151~154,고출력,음원,물대포,레이저,사용,해적,접근,무력화,공격,선원,안전,공간,시타델,대피,모니터링,해적,대응,자동제어,해상,해적,선박,식별,대응,선원,선박,보호,세계,DAPS,탄생,배경,청년,벤처,기업,아이디어,실현,2년,지원,대기업,뚝심,제영호,제이디솔루션,사장,해양대,졸업,3년,승선,경험,방산업체,터득,시뮬레이션,바탕,음향,인공지능,SI,System,Integration,분야,청년,10명,청년,제이디솔루션,설립,해적,보안,제작,2년,고출력지향성,스피커,조선기업,유수,소개,검증,영세업체,기업,현실,제이디솔루션,대우조선해양,선박,보안,진행,대우조선,제이디솔루션,사업,계획,아이디어,인정,파트너사,선정,용단,박승귀,대우조선,영업,설계,그룹,과장,네임밸류,평가,중소기업,지원,경쟁력,방침,회사,내부,작업,일사천리,대우조선,영업설계2그룹,중심,10여명,직원,구성,태스크포스,TF,제이디솔루션,지원,장비,해적,대응,필요성,고객,요구사항,조사,제공,해양,안전,장비,구축,시운전,환경,지원,DAPS,초기,투자,비용,대비,적자,제이디솔루션,성과,설립,연매출,6억,7억,제이디솔루션,80억,계약,중국ㆍ스페인,해외,바이어,투자,제안,현대중공업,한진중공업,납품,경쟁사,회사,납품,제안,대우조선,대기업,협력사,신뢰,통큰,파트너십,탄생,박수진"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100701.2013041910010854746,20130419,세계일보,'갤럭시S4' 예약판매 50분만에 매진… 27일 배송,"S4,예약,판매,매진,배송,삼성전자,출시,S4,스마트폰,갤럭시,S4,관심,예약판매,순식간,마감,출고가격,모델,인기,SK텔레콤,0시,예약판매,시작,갤럭시,S4,1만,예약,가입,물량,1만,50분,마감,SK텔레콤,가격,공개,예약,판매,인기,입증,KT,가격,공개,예약판매,시작,KT,이날,홈페이지,갤럭시,S4,출고가격,89만,공개,예약,시작,온라인,예약판매,갤럭시,S4,27일,순차적,제품,출시,공식,갤럭시S4,사람,얼굴,시선,인식,인공지능,특징,5인치,풀HD,슈퍼,아몰레드,디스플레이,기가,헤르츠,옥타코어,프로세서,1300만,화소,카메라,탑재"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100701.20130419100000019,20130419,세계일보,100만 가닥 털 '한 올 한 올'…진짜보다 더 진짜 같은 고릴라,"가닥,진짜,진짜,고릴라,엉덩이,온몸,다리,주먹,외양,테디베어,사람,의기소침,모습,친구,영화,미스,터고,고릴,링링,사진,얘기,올여름,미스터고,최고,기대작,미스,터고,주인공,링링,공개,고릴라,야구,영화,관심,가상,캐릭터,주인공,영화,3차원,촬영,아시아,제작비,225억,국가대표,관객,848만,미녀,관객,유명,김용화,감독,메가폰,화제,감독,3년,파주,경기,작업,착수,사재,링링,시각효과,VFX,회사,덱스터,디지털,설립,부족,고릴라,3D,촬영,외국,1000명,180명,감독,그간,고군분투,짐작,고릴라,진짜,감독,총괄,VFX,슈퍼바이저,정성진,화면,고릴라,생명력,100만,고릴라,바람,가닥,먼지,물기,모양새,제작진,기성,소프트웨어,컴퓨터,프로그램,세계적,자체,소프트웨어,제작,회사,10여,100만,비밀,가닥,단위,명령,전체적,비정형,움직,링링,제작진,할리우드,ILM,조지,루커스,감독,회사,픽사,3개,보유,집합체,자신,야구장,관람석,VFX,앞쪽,배우,나머지,가공,사람,인공지능,자연,행동,제작진,미국,최첨단,장비,1년,1년,리그,3D,촬영,카메라,조종,장치,촬영기법,자체,영화,고릴라,장면,900숏,이안,감독,파이,할리우드,영화,라이프,오브,장면,호랑이,등장,150숏,VFX,600억,원가량,감독,반지,제왕,아바타,웨타디지털,문의,영화,VFX,최소,미스터고,VFX,예산,87억,제작과정,예산,초과,최종적,120억,추산"
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100701.20130419100000762,20130419,세계일보,'갤럭시S4' 예약판매 50분만에 매진… 27일 배송,"S4,예약,판매,매진,배송,삼성전자,출시,S4,스마트폰,갤럭시,S4,관심,예약판매,순식간,마감,출고가격,모델,인기,SK텔레콤,0시,예약판매,시작,갤럭시,S4,1만,예약,가입,물량,1만,50분,마감,SK텔레콤,가격,공개,예약,판매,인기,입증,KT,가격,공개,예약판매,시작,KT,이날,홈페이지,갤럭시,S4,출고가격,89만,공개,예약,시작,온라인,예약판매,갤럭시,S4,27일,순차적,제품,출시,공식,갤럭시S4,사람,얼굴,시선,인식,인공지능,특징,5인치,풀HD,슈퍼,아몰레드,디스플레이,기가,헤르츠,옥타코어,프로세서,1300만,화소,카메라,탑재"
