date, close, del1, volume, del2, open, high, low, total, del3, del4
2018/02/26,"326,500","8,500","827,134","269,135,960,500","321,000","328,000","320,500","40,050,587","122,666,424"
2018/02/23,"318,000","10,500","976,514","309,739,551,500","309,000","322,500","307,000","39,007,923","122,666,424"
2018/02/22,"307,500","0","738,229","225,557,981,000","305,000","313,500","301,000","37,719,925","122,666,424"
2018/02/21,"307,500","3,500","725,161","222,678,988,000","304,000","311,500","302,000","37,719,925","122,666,424"
2018/02/20,"304,000","-12,500","1,087,076","336,988,184,500","313,500","319,000","301,000","37,290,593","122,666,424"
2018/02/19,"316,500","4,000","1,345,272","427,640,977,500","326,000","326,000","311,500","38,823,923","122,666,424"
2018/02/14,"312,500","18,500","1,715,961","527,709,557,500","299,000","313,500","296,500","38,333,258","122,666,424"
2018/02/13,"294,000","-8,500","1,199,337","360,861,004,500","306,000","308,000","294,000","36,063,929","122,666,424"
2018/02/12,"302,500","14,500","2,112,316","643,832,421,000","295,500","311,500","295,000","37,106,593","122,666,424"
2018/02/09,"288,000","16,500","2,965,646","832,262,058,000","259,000","293,000","257,500","35,327,930","122,666,424"
2018/02/08,"271,400","15,400","7,760,386","2,017,164,537,000","251,300","273,000","238,500","33,291,667","122,666,424"
2018/02/07,"256,000","-28,200","3,326,704","906,241,050,800","291,300","292,000","256,000","31,402,605","122,666,424"
2018/02/06,"284,200","-1,800","2,596,342","727,896,570,000","276,200","291,200","272,200","34,861,798","122,666,424"
2018/02/05,"286,000","-15,400","1,378,628","403,349,082,600","293,400","299,900","286,000","35,082,597","122,666,424"
2018/02/02,"301,400","1,600","1,647,660","492,302,795,300","300,300","306,400","290,000","36,971,660","122,666,424"
2018/02/01,"299,800","-15,900","1,909,895","580,214,594,600","314,800","318,300","297,300","36,775,394","122,666,424"
2018/01/31,"315,700","-10,900","1,383,456","439,383,918,800","317,600","322,100","312,500","38,725,790","122,666,424"
2018/01/30,"326,600","-1,700","1,789,761","593,416,355,300","333,900","339,000","325,200","40,062,854","122,666,424"
2018/01/29,"328,300","28,300","2,153,908","680,302,000,600","293,900","337,500","293,900","40,271,387","122,666,424"
2018/01/26,"300,000","10,300","1,586,568","465,238,409,800","287,000","301,700","282,300","36,799,927","122,666,424"
2018/01/25,"289,700","-3,800","1,393,842","400,257,884,100","291,300","295,000","282,300","35,536,463","122,666,424"
2018/01/24,"293,500","-5,500","1,566,151","472,314,058,400","310,000","312,000","291,300","36,002,595","122,666,424"
2018/01/23,"299,000","18,400","2,243,840","657,130,424,300","286,800","300,100","283,600","36,677,261","122,666,424"
2018/01/22,"280,600","-7,200","2,778,135","778,959,362,800","281,000","289,900","270,500","34,420,199","122,666,424"
2018/01/19,"287,800","-31,500","3,755,567","1,121,993,070,900","320,000","320,800","284,400","35,303,397","122,666,424"
2018/01/18,"319,300","5,800","1,954,123","617,152,773,200","308,900","323,400","305,600","39,167,389","122,666,424"
2018/01/17,"313,500","-33,900","3,483,413","1,139,134,940,500","347,400","347,500","312,500","38,455,924","122,666,424"
2018/01/16,"347,400","-2,600","1,649,629","564,524,580,100","341,000","350,400","335,200","42,614,316","122,666,424"
2018/01/15,"350,000","8,500","3,069,223","1,056,694,949,300","343,500","356,100","328,500","42,933,248","122,666,424"
2018/01/12,"341,500","34,500","5,792,144","1,957,180,942,600","324,600","374,000","317,500","41,890,584","122,666,424"
2018/01/11,"307,000","11,000","1,771,655","533,021,645,400","298,600","307,000","293,000","37,658,592","122,666,424"
2018/01/10,"296,000","3,500","3,487,231","1,038,798,919,100","303,300","315,000","285,000","36,309,262","122,666,424"
2018/01/09,"292,500","-10,000","5,108,684","1,552,895,820,500","304,000","320,000","291,200","35,879,929","122,666,424"
2018/01/08,"302,500","35,600","4,298,770","1,261,793,839,000","278,500","303,200","277,200","37,106,593","122,666,424"
2018/01/05,"266,900","16,900","1,920,918","500,762,477,000","254,900","267,000","254,000","32,739,669","122,666,424"
2018/01/04,"250,000","3,300","3,265,527","827,188,205,000","249,600","261,200","245,300","30,666,606","122,666,424"
2018/01/03,"246,700","20,800","2,411,162","576,012,526,000","228,900","247,200","227,100","30,261,807","122,666,424"
2018/01/02,"225,900","4,800","1,176,443","264,647,210,100","223,600","227,700","222,200","27,710,345","122,666,424"
2017/12/28,"221,100","1,100","1,859,347","411,844,156,100","221,900","225,700","218,100","27,121,546","122,666,424"
2017/12/27,"220,000","28,800","4,011,320","847,744,916,800","210,000","220,300","204,000","26,986,613","122,666,424"
2017/12/26,"195,000","-6,900","4,359,641","880,595,395,900","204,200","209,200","195,000","23,919,953","122,666,424"
2017/12/22,"201,900","4,600","1,924,604","384,510,485,800","197,500","202,500","196,800","24,766,351","122,666,424"
2017/12/21,"197,300","-3,700","1,409,897","280,824,637,000","199,400","201,400","197,300","24,202,085","122,666,424"
2017/12/20,"201,000","-4,000","877,671","178,219,057,800","203,000","205,300","201,000","24,655,951","122,666,424"
2017/12/19,"205,000","-3,800","1,646,501","335,113,305,800","206,000","208,700","199,700","25,146,617","122,666,424"
2017/12/18,"208,800","-1,700","982,271","207,138,853,800","213,000","213,500","208,800","25,612,749","122,666,424"
2017/12/15,"210,500","1,000","1,299,349","274,402,127,100","208,200","215,000","205,300","25,821,282","122,666,424"
2017/12/14,"209,500","-500","2,642,446","548,120,019,600","214,500","215,500","201,100","25,698,616","122,666,424"
2017/12/13,"210,000","4,400","981,710","205,617,988,300","206,200","210,900","206,000","25,759,949","122,666,424"
2017/12/12,"205,600","600","758,205","156,010,842,100","208,900","209,500","202,700","25,220,217","122,666,424"
2017/12/11,"205,000","8,900","950,807","191,279,093,900","198,500","205,000","197,000","25,146,617","122,666,424"
2017/12/08,"196,100","2,100","1,260,426","248,700,581,100","193,900","202,300","193,500","24,054,886","122,666,424"
2017/12/07,"194,000","-7,300","1,562,620","307,001,497,900","203,000","204,200","192,700","23,797,286","122,666,424"
2017/12/06,"201,300","-3,900","919,919","188,670,326,600","206,400","209,000","201,100","24,692,751","122,666,424"
2017/12/05,"205,200","-4,000","695,498","143,730,649,300","209,500","209,700","205,200","25,171,150","122,666,424"
2017/12/04,"209,200","-2,200","778,101","162,367,709,300","210,300","211,500","206,200","25,661,816","122,666,424"
2017/12/01,"211,400","11,300","1,390,393","288,068,616,800","201,000","211,600","201,000","25,931,682","122,666,424"
2017/11/30,"200,100","-5,000","1,149,508","233,883,302,400","206,800","208,000","200,100","24,545,551","122,666,424"
2017/11/29,"205,100","0","1,450,320","297,758,134,700","205,000","209,200","202,800","25,158,884","122,666,424"
2017/11/28,"205,100","-8,000","1,044,966","219,532,409,000","215,300","216,400","205,100","25,158,884","122,666,424"
2017/11/27,"213,100","-1,800","1,035,933","219,946,952,200","210,500","215,800","209,200","26,140,215","122,666,424"
2017/11/24,"214,900","-5,500","956,188","208,668,735,400","220,000","221,300","214,900","26,361,015","122,666,424"
2017/11/23,"220,400","4,800","1,660,678","357,547,475,300","212,700","220,400","207,500","27,035,680","122,666,424"
2017/11/22,"215,600","-7,100","2,553,659","565,234,778,600","223,000","227,800","215,600","26,446,881","122,666,424"
2017/11/21,"222,700","6,000","2,333,349","517,561,326,400","219,300","228,400","214,900","27,317,813","122,666,424"
2017/11/20,"216,700","-2,100","1,562,410","341,597,361,600","217,100","222,000","215,300","26,581,814","122,666,424"
2017/11/17,"218,800","-200","2,699,394","587,296,505,700","216,700","222,100","212,500","26,839,414","122,666,424"
2017/11/16,"219,000","10,500","3,714,562","794,301,327,200","212,700","219,900","204,000","26,857,114","122,635,222"
2017/11/15,"208,500","15,600","4,800,414","974,504,492,400","195,100","208,500","192,700","25,569,444","122,635,222"
2017/11/14,"192,900","2,900","2,376,123","459,480,804,500","192,700","197,600","186,200","23,656,334","122,635,222"
2017/11/13,"190,000","13,700","2,963,242","550,430,226,700","178,700","190,700","177,500","23,300,692","122,635,222"
2017/11/10,"176,300","5,300","1,262,702","220,526,241,700","170,400","177,500","170,400","21,620,590","122,635,222"
2017/11/09,"171,000","-2,100","1,152,311","197,435,976,700","174,200","174,600","169,000","20,970,623","122,635,222"
2017/11/08,"173,100","6,300","1,839,630","317,502,019,300","168,400","176,200","167,800","21,228,157","122,635,222"
2017/11/07,"166,800","-8,200","2,577,921","435,036,342,600","175,100","175,300","166,000","20,455,555","122,635,222"
2017/11/06,"175,000","-1,100","965,773","169,729,431,800","178,400","178,900","174,200","21,461,164","122,635,222"
2017/11/03,"176,100","3,600","2,574,222","455,383,149,700","175,100","181,900","173,300","21,596,063","122,635,222"
2017/11/02,"172,500","600","1,070,108","185,153,185,400","174,000","176,300","171,300","21,154,576","122,635,222"
2017/11/01,"171,900","-1,200","1,274,979","221,783,055,900","173,700","178,000","170,700","21,080,995","122,635,222"
2017/10/31,"173,100","5,000","1,659,256","282,955,379,600","167,900","173,800","165,700","21,228,157","122,635,222"
2017/10/30,"168,100","-6,900","1,874,224","319,888,537,500","172,200","174,500","167,900","20,614,981","122,635,222"
2017/10/27,"175,000","2,900","1,977,292","342,408,390,100","174,200","178,700","168,200","21,461,164","122,635,222"
2017/10/26,"172,100","-8,900","2,263,821","400,604,301,100","181,900","182,400","172,100","21,105,522","122,635,222"
2017/10/25,"181,000","-9,900","2,864,225","527,881,554,300","189,300","189,400","180,600","22,196,975","122,635,222"
2017/10/24,"190,900","12,600","2,191,965","403,833,353,400","179,700","190,900","179,100","23,411,064","122,635,222"
2017/10/23,"178,300","300","1,386,352","249,366,387,200","177,300","183,400","177,300","21,865,860","122,635,222"
2017/10/20,"178,000","2,800","2,485,612","440,014,513,800","173,900","181,100","172,100","21,829,070","122,635,222"
2017/10/19,"175,200","-16,900","4,579,716","835,557,694,600","194,500","194,900","175,200","21,485,691","122,635,222"
2017/10/18,"192,100","400","4,496,639","894,607,442,600","202,000","208,500","191,100","23,558,226","122,635,222"
2017/10/17,"191,700","15,800","4,993,268","935,791,818,900","173,900","198,800","172,500","23,509,172","122,635,222"
2017/10/16,"175,900","6,600","2,971,306","514,316,619,900","173,700","177,600","168,400","21,571,536","122,635,222"
2017/10/13,"169,300","14,100","5,130,496","867,982,505,500","158,700","179,800","158,300","20,762,143","122,635,222"
2017/10/12,"155,200","9,200","1,972,627","296,333,389,900","147,500","155,500","145,800","19,032,986","122,635,222"
2017/10/11,"146,000","1,600","887,898","129,547,637,300","144,600","147,700","144,400","17,904,742","122,635,222"
2017/10/10,"144,400","2,400","1,475,404","214,538,770,300","146,300","148,500","143,700","17,708,526","122,635,222"
2017/09/29,"142,000","-2,000","2,692,200","383,155,860,200","145,400","146,300","137,100","17,414,202","122,635,222"
2017/09/28,"144,000","-5,200","1,351,195","198,203,222,900","149,700","149,700","144,000","17,659,472","122,635,222"
2017/09/27,"149,200","6,700","1,625,868","239,550,677,100","143,700","149,600","142,600","18,297,175","122,635,222"
2017/09/26,"142,500","-4,400","1,040,691","150,334,459,600","147,000","147,200","142,500","17,475,519","122,635,222"
2017/09/25,"146,900","3,300","1,555,688","228,736,992,200","145,900","149,300","144,600","18,015,114","122,635,222"
2017/09/22,"143,600","-2,400","1,719,067","245,270,511,700","144,500","144,600","140,600","17,610,418","122,635,222"
2017/09/21,"146,000","-700","2,077,053","303,289,860,400","149,400","150,500","141,700","17,904,742","122,635,222"
2017/09/20,"146,700","7,200","2,764,852","403,760,687,900","140,200","149,000","140,100","17,990,587","122,635,222"
2017/09/19,"139,500","1,100","1,658,659","230,222,829,700","139,700","140,900","136,600","17,107,613","122,635,222"
2017/09/18,"138,400","10,700","4,023,490","549,077,274,300","130,700","142,300","130,500","16,972,715","122,635,222"
2017/09/15,"127,700","8,200","3,049,757","384,142,551,800","119,000","129,800","118,900","15,660,518","122,635,222"
2017/09/14,"119,500","3,200","1,776,588","211,973,826,900","116,800","120,500","116,500","14,654,909","122,635,222"
2017/09/13,"116,300","800","685,072","80,004,902,400","116,300","117,500","115,700","14,262,476","122,635,222"
2017/09/12,"115,500","700","527,523","61,017,497,900","115,100","116,700","114,900","14,164,368","122,635,222"
2017/09/11,"114,800","-200","373,689","42,941,329,700","115,100","115,400","114,500","14,078,523","122,635,222"
2017/09/08,"115,000","-1,300","469,506","54,227,048,200","115,800","116,800","115,000","14,103,051","122,635,222"
2017/09/07,"116,300","500","590,067","68,252,916,500","115,700","116,300","114,900","14,262,476","122,635,222"
2017/09/06,"115,800","3,600","958,542","110,134,441,700","112,500","115,900","112,100","14,201,159","122,635,222"
2017/09/05,"112,200","100","361,552","40,673,804,300","113,600","113,800","111,800","13,759,672","122,635,222"
2017/09/04,"112,100","-2,100","720,018","80,882,618,900","110,300","113,800","110,200","13,747,408","122,635,222"
2017/09/01,"114,200","-900","498,191","57,085,012,400","115,700","115,800","113,600","14,004,942","122,635,222"
2017/08/31,"115,100","-100","396,147","45,630,636,200","115,600","116,400","114,700","14,115,314","122,635,222"
2017/08/30,"115,200","-400","614,879","71,575,159,100","116,400","117,900","115,100","14,127,578","122,635,222"
2017/08/29,"115,600","1,500","678,407","78,181,689,400","113,500","116,200","113,200","14,176,632","122,635,222"
2017/08/28,"114,100","100","481,856","54,832,947,800","114,300","114,800","112,700","13,992,679","122,635,222"
2017/08/25,"114,000","-500","360,580","41,273,617,200","115,400","115,400","113,800","13,980,415","122,635,222"
2017/08/24,"114,500","-200","528,723","60,896,958,400","115,000","116,600","114,400","14,041,733","122,635,222"
2017/08/23,"114,700","-2,300","1,240,867","144,371,202,200","118,600","119,200","114,700","14,066,260","122,635,222"
2017/08/22,"117,000","6,500","1,920,005","220,666,395,100","111,800","117,300","111,300","14,348,321","122,635,222"
2017/08/21,"110,500","1,000","447,710","49,425,805,700","111,000","111,200","109,600","13,551,192","122,635,222"
2017/08/18,"109,500","-700","388,862","42,741,246,700","109,300","110,800","108,800","13,428,557","122,635,222"
2017/08/17,"110,200","1,700","613,900","67,549,375,400","110,000","111,200","108,800","13,511,005","122,604,401"
2017/08/16,"108,500","3,800","683,941","73,425,721,700","106,200","108,700","105,300","13,302,578","122,604,401"
2017/08/14,"104,700","700","385,640","40,251,827,000","104,500","105,400","103,600","12,836,681","122,604,401"
2017/08/11,"104,000","-3,700","826,043","86,537,080,400","106,000","106,800","103,400","12,750,858","122,604,401"
2017/08/10,"107,700","-700","498,400","53,859,231,600","108,000","109,200","107,000","13,204,494","122,604,401"
2017/08/09,"108,400","-1,000","609,468","66,595,588,000","109,300","110,300","107,900","13,290,317","122,604,401"
2017/08/08,"109,400","1,200","846,670","92,450,150,500","108,500","110,300","107,300","13,412,921","122,604,401"
2017/08/07,"108,200","5,600","1,206,218","129,290,644,300","103,000","109,900","102,900","13,265,796","122,604,401"
2017/08/04,"102,600","-100","637,776","65,263,280,000","102,500","103,800","101,200","12,579,212","122,604,401"
2017/08/03,"102,700","-3,600","1,067,316","110,759,094,600","106,000","106,900","102,600","12,591,472","122,604,401"
2017/08/02,"106,300","-500","612,493","65,058,784,800","106,400","106,900","105,400","13,032,848","122,604,401"
2017/08/01,"106,800","-1,700","653,354","70,502,803,900","109,500","109,600","106,600","13,094,150","122,604,401"
2017/07/31,"108,500","-100","449,449","48,772,598,900","108,000","110,300","107,400","13,302,578","122,604,401"
2017/07/28,"108,600","-2,800","988,312","107,557,653,700","109,700","110,000","108,000","13,314,838","122,604,401"
2017/07/27,"111,400","-2,100","620,307","69,877,155,200","113,800","114,300","111,400","13,658,130","122,604,401"
2017/07/26,"113,500","2,500","1,345,957","150,116,086,600","110,500","113,500","108,000","13,915,600","122,604,401"
2017/07/25,"111,000","-3,900","1,147,814","128,347,518,400","114,800","114,900","110,700","13,609,089","122,604,401"
2017/07/24,"114,900","400","390,098","44,879,050,000","115,000","115,900","114,100","14,087,246","122,604,401"
2017/07/21,"114,500","-100","452,747","51,751,515,100","115,100","115,100","113,100","14,038,204","122,604,401"
2017/07/20,"114,600","-100","1,025,412","118,828,785,700","116,100","116,900","114,500","14,050,464","122,604,401"
2017/07/19,"114,700","4,200","748,129","84,314,651,900","111,300","115,000","110,000","14,062,725","122,604,401"
2017/07/18,"110,500","-200","417,487","46,165,519,500","110,900","111,600","109,600","13,547,786","122,604,401"
2017/07/17,"110,700","1,400","577,683","64,062,723,800","111,200","111,700","110,100","13,572,307","122,604,401"
2017/07/14,"109,300","1,900","674,727","71,912,351,400","107,200","109,300","105,000","13,400,661","122,604,401"
2017/07/13,"107,400","-800","827,035","88,554,085,900","108,900","110,000","105,400","13,167,713","122,604,401"
2017/07/12,"108,200","-4,300","896,750","98,363,240,200","112,400","113,400","108,100","13,265,796","122,604,401"
2017/07/11,"112,500","-500","365,205","40,986,597,100","113,200","113,600","111,600","13,792,995","122,604,401"
2017/07/10,"113,000","-1,000","296,008","33,603,665,900","114,900","114,900","112,900","13,854,297","122,604,401"
2017/07/07,"114,000","400","392,026","44,667,902,800","114,000","114,900","113,300","13,976,902","122,604,401"
2017/07/06,"113,600","2,900","499,967","56,392,045,100","111,200","113,600","111,100","13,927,860","122,604,401"
2017/07/05,"110,700","-2,200","888,745","98,251,360,200","112,500","113,200","109,300","13,572,307","122,604,401"
2017/07/04,"112,900","-2,600","539,509","61,443,355,300","115,500","116,000","112,600","13,842,037","122,604,401"
2017/07/03,"115,500","400","537,990","62,024,562,600","116,000","116,300","114,500","14,160,808","122,604,401"
2017/06/30,"115,100","2,000","828,533","95,135,390,400","113,700","116,200","113,700","14,111,767","122,604,401"
2017/06/29,"113,100","-900","666,167","75,345,743,000","114,200","114,800","112,100","13,866,558","122,604,4﻿년/월/일,종가,대비,거래량(주),거래대금(원),시가,고가,저가,시가총액(백만),상장주식수(주)
2017/06/28,"114,000","-1,100","457,784","52,376,300,800","114,100","115,600","113,900","13,976,902","122,604,401"
2017/06/27,"115,100","1,100","1,102,229","128,862,920,400","116,700","119,500","115,000","14,111,767","122,604,401"
2017/06/26,"114,000","700","918,685","104,904,148,500","112,800","115,600","112,100","13,976,902","122,604,401"
2017/06/23,"113,300","200","566,252","64,324,396,800","113,900","115,000","112,800","13,891,079","122,604,401"
2017/06/22,"113,100","-2,000","909,694","103,500,845,600","115,700","115,700","112,600","13,866,558","122,604,401"
2017/06/21,"115,100","800","1,469,726","168,326,275,400","114,400","115,800","109,200","14,111,767","122,604,401"
2017/06/20,"114,300","5,800","2,484,286","282,141,022,300","109,600","115,800","109,400","14,013,683","122,604,401"
2017/06/19,"108,500","4,200","1,270,529","135,528,121,200","105,000","108,600","104,500","13,302,578","122,604,401"
2017/06/16,"104,300","1,700","627,995","64,900,598,100","102,800","104,300","102,000","12,787,639","122,604,401"
2017/06/15,"102,600","-200","597,146","61,340,041,700","104,000","104,000","101,200","12,579,212","122,604,401"
2017/06/14,"102,800","2,900","1,008,649","103,724,357,900","100,800","104,500","100,700","12,603,732","122,604,401"
